date,siteID,plotID,individualID,taxonID,scientificName,recordedBy
2015-09-03,BART,BART_033,NEON.PLA.D01.BART.04509,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-22,BART,BART_034,NEON.PLA.D01.BART.02711,FAGR,Fagus grandifolia Ehrh.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-08-24,BART,BART_044,NEON.PLA.D01.BART.05298,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-25,BART,BART_037,NEON.PLA.D01.BART.05188,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-04,BART,BART_051,NEON.PLA.D01.BART.03880,TSCA,Tsuga canadensis (L.) Carrière,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-07-22,BART,BART_041,NEON.PLA.D01.BART.02973,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-22,BART,BART_034,NEON.PLA.D01.BART.02769,FAGR,Fagus grandifolia Ehrh.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-08-05,BART,BART_032,NEON.PLA.D01.BART.03505D,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-26,BART,BART_036,NEON.PLA.D01.BART.05115,ACPE,Acer pensylvanicum L.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-08-04,BART,BART_051,NEON.PLA.D01.BART.04076,FAGR,Fagus grandifolia Ehrh.,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-07-23,BART,BART_070,NEON.PLA.D01.BART.03744,TSCA,Tsuga canadensis (L.) Carrière,wmtulGhdefWiPr5g1VRF0YnRBawgSBx1
2015-08-04,BART,BART_039,NEON.PLA.D01.BART.04197,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-21,BART,BART_047,NEON.PLA.D01.BART.02881,FAGR,Fagus grandifolia Ehrh.,wmtulGhdefWiPr5g1VRF0YnRBawgSBx1
2015-08-05,BART,BART_071,NEON.PLA.D01.BART.03575,ACPE,Acer pensylvanicum L.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-22,BART,BART_041,NEON.PLA.D01.BART.00324,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-24,BART,BART_072,NEON.PLA.D01.BART.05368,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-13,BART,BART_046,NEON.PLA.D01.BART.03219,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-04,BART,BART_039,NEON.PLA.D01.BART.04150,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-25,BART,BART_074,NEON.PLA.D01.BART.05151,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-05,BART,BART_050,NEON.PLA.D01.BART.03493,PICEA,Picea sp.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-09-03,BART,BART_047,NEON.PLA.D01.BART.06087,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-25,BART,BART_074,NEON.PLA.D01.BART.05120,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-28,BART,BART_073,NEON.PLA.D01.BART.03965,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-04,BART,BART_071,NEON.PLA.D01.BART.03400,FAGR,Fagus grandifolia Ehrh.,MRgCvwP2WueoGZahvpQXNZ+be1CYdCGm
2015-09-03,BART,BART_047,NEON.PLA.D01.BART.06148,ACRU,Acer rubrum L.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-09-03,BART,BART_047,NEON.PLA.D01.BART.06139,ACSAS,Acer saccharum Marshall var. saccharum,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-07-22,BART,BART_033,NEON.PLA.D01.BART.00941,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-05,BART,BART_032,NEON.PLA.D01.BART.03345,TSCA,Tsuga canadensis (L.) Carrière,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-05-22,BART,BART_034,NEON.PLA.D01.BART.00802,BEAL2,Betula alleghaniensis Britton,WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R
2015-08-24,BART,BART_044,NEON.PLA.D01.BART.05438,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-30,BART,BART_070,NEON.PLA.D01.BART.02910,TSCA,Tsuga canadensis (L.) Carrière,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-25,BART,BART_037,NEON.PLA.D01.BART.05262,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-12,BART,BART_075,NEON.PLA.D01.BART.04012,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-24,BART,BART_044,NEON.PLA.D01.BART.05447,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-29,BART,BART_070,NEON.PLA.D01.BART.03780,ACRU,Acer rubrum L.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-25,BART,BART_037,NEON.PLA.D01.BART.05264,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-07-28,BART,BART_073,NEON.PLA.D01.BART.03680,TSCA,Tsuga canadensis (L.) Carrière,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-12,BART,BART_075,NEON.PLA.D01.BART.03110,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-29,BART,BART_070,NEON.PLA.D01.BART.03732,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-06,BART,BART_042,NEON.PLA.D01.BART.03050,FAGR,Fagus grandifolia Ehrh.,NA
2015-07-21,BART,BART_047,NEON.PLA.D01.BART.02584,FAGR,Fagus grandifolia Ehrh.,wmtulGhdefWiPr5g1VRF0YnRBawgSBx1
2015-08-13,BART,BART_046,NEON.PLA.D01.BART.04459,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-26,BART,BART_036,NEON.PLA.D01.BART.04559,FAGR,Fagus grandifolia Ehrh.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-07-29,BART,BART_070,NEON.PLA.D01.BART.03733,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-12,BART,BART_075,NEON.PLA.D01.BART.03264,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-06,BART,BART_042,NEON.PLA.D01.BART.03053,BEAL2,Betula alleghaniensis Britton,NA
2015-08-13,BART,BART_046,NEON.PLA.D01.BART.04350,BEAL2,Betula alleghaniensis Britton,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-24,BART,BART_072,NEON.PLA.D01.BART.05379,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-05,BART,BART_050,NEON.PLA.D01.BART.03452,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-04,BART,BART_051,NEON.PLA.D01.BART.03592,FAGR,Fagus grandifolia Ehrh.,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-08-25,BART,BART_037,NEON.PLA.D01.BART.05067,ACSAS,Acer saccharum Marshall var. saccharum,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-12,BART,BART_075,NEON.PLA.D01.BART.03245,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-09-03,BART,BART_047,NEON.PLA.D01.BART.06083,OSVI,Ostrya virginiana (Mill.) K. Koch,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-04,BART,BART_051,NEON.PLA.D01.BART.04119,BEAL2,Betula alleghaniensis Britton,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-08-26,BART,BART_036,NEON.PLA.D01.BART.04974A,BEAL2,Betula alleghaniensis Britton,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-09-03,BART,BART_033,NEON.PLA.D01.BART.06123,ACRU,Acer rubrum L.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-22,BART,BART_034,NEON.PLA.D01.BART.02069,TSCA,Tsuga canadensis (L.) Carrière,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-07-28,BART,BART_073,NEON.PLA.D01.BART.03664,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-26,BART,BART_036,NEON.PLA.D01.BART.04537,ACRU,Acer rubrum L.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-08-04,BART,BART_051,NEON.PLA.D01.BART.04112,TSCA,Tsuga canadensis (L.) Carrière,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-07-23,BART,BART_033,NEON.PLA.D01.BART.02328,PICEA,Picea sp.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-07-21,BART,BART_047,NEON.PLA.D01.BART.02895,FAGR,Fagus grandifolia Ehrh.,wmtulGhdefWiPr5g1VRF0YnRBawgSBx1
2015-07-23,BART,BART_033,NEON.PLA.D01.BART.02926,ACRU,Acer rubrum L.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-07-22,BART,BART_041,NEON.PLA.D01.BART.02845,FAGR,Fagus grandifolia Ehrh.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-08-24,BART,BART_044,NEON.PLA.D01.BART.05335,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-24,BART,BART_044,NEON.PLA.D01.BART.05322,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-29,BART,BART_040,NEON.PLA.D01.BART.03758,ACRU,Acer rubrum L.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-05,BART,BART_032,NEON.PLA.D01.BART.03356,PICEA,Picea sp.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-05,BART,BART_032,NEON.PLA.D01.BART.03369,FAGR,Fagus grandifolia Ehrh.,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-08-04,BART,BART_039,NEON.PLA.D01.BART.04184,PICEA,Picea sp.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-23,BART,BART_070,NEON.PLA.D01.BART.02916,ACRU,Acer rubrum L.,wmtulGhdefWiPr5g1VRF0YnRBawgSBx1
2015-08-12,BART,BART_075,NEON.PLA.D01.BART.03002,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-28,BART,BART_073,NEON.PLA.D01.BART.03904,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-07-22,BART,BART_034,NEON.PLA.D01.BART.02762,FAGR,Fagus grandifolia Ehrh.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-07-28,BART,BART_073,NEON.PLA.D01.BART.03932,TSCA,Tsuga canadensis (L.) Carrière,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-25,BART,BART_037,NEON.PLA.D01.BART.05241,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-25,BART,BART_037,NEON.PLA.D01.BART.05177,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-13,BART,BART_046,NEON.PLA.D01.BART.04482,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-12,BART,BART_075,NEON.PLA.D01.BART.04001,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-28,BART,BART_073,NEON.PLA.D01.BART.03698,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-25,BART,BART_037,NEON.PLA.D01.BART.05042,TSCA,Tsuga canadensis (L.) Carrière,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-04,BART,BART_051,NEON.PLA.D01.BART.04062,FAGR,Fagus grandifolia Ehrh.,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-08-05,BART,BART_050,NEON.PLA.D01.BART.03093,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-06,BART,BART_042,NEON.PLA.D01.BART.03402,TSCA,Tsuga canadensis (L.) Carrière,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-04,BART,BART_039,NEON.PLA.D01.BART.03706,ACSAS,Acer saccharum Marshall var. saccharum,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-07-22,BART,BART_034,NEON.PLA.D01.BART.02759,FAGR,Fagus grandifolia Ehrh.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-08-24,BART,BART_072,NEON.PLA.D01.BART.05359,ACRU,Acer rubrum L.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-28,BART,BART_073,NEON.PLA.D01.BART.03945,ACRU,Acer rubrum L.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-04,BART,BART_071,NEON.PLA.D01.BART.03586,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-26,BART,BART_036,NEON.PLA.D01.BART.04980,ACRU,Acer rubrum L.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-08-04,BART,BART_051,NEON.PLA.D01.BART.03819,TSCA,Tsuga canadensis (L.) Carrière,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-08-04,BART,BART_039,NEON.PLA.D01.BART.04180,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-04,BART,BART_039,NEON.PLA.D01.BART.03864,BEAL2,Betula alleghaniensis Britton,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-05,BART,BART_050,NEON.PLA.D01.BART.03469,TSCA,Tsuga canadensis (L.) Carrière,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-05,BART,BART_032,NEON.PLA.D01.BART.03523,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-04,BART,BART_039,NEON.PLA.D01.BART.04191,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-22,BART,BART_034,NEON.PLA.D01.BART.02819,FAGR,Fagus grandifolia Ehrh.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-07-22,BART,BART_041,NEON.PLA.D01.BART.02826,FAGR,Fagus grandifolia Ehrh.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-09-03,BART,BART_047,NEON.PLA.D01.BART.06171,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-07-29,BART,BART_070,NEON.PLA.D01.BART.03786,ACRU,Acer rubrum L.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-24,BART,BART_072,NEON.PLA.D01.BART.05482,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-21,BART,BART_047,NEON.PLA.D01.BART.02900,FAGR,Fagus grandifolia Ehrh.,wmtulGhdefWiPr5g1VRF0YnRBawgSBx1
2015-08-13,BART,BART_046,NEON.PLA.D01.BART.04337,TSCA,Tsuga canadensis (L.) Carrière,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-12,BART,BART_075,NEON.PLA.D01.BART.03240,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-21,BART,BART_047,NEON.PLA.D01.BART.02585,FAGR,Fagus grandifolia Ehrh.,wmtulGhdefWiPr5g1VRF0YnRBawgSBx1
2015-08-24,BART,BART_044,NEON.PLA.D01.BART.05308,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-30,BART,BART_070,NEON.PLA.D01.BART.03974,TSCA,Tsuga canadensis (L.) Carrière,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-04,BART,BART_051,NEON.PLA.D01.BART.04129,FAGR,Fagus grandifolia Ehrh.,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-08-24,BART,BART_072,NEON.PLA.D01.BART.05389,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-26,BART,BART_036,NEON.PLA.D01.BART.04968,FAGR,Fagus grandifolia Ehrh.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-08-05,BART,BART_050,NEON.PLA.D01.BART.03316,ACPE,Acer pensylvanicum L.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-12,BART,BART_075,NEON.PLA.D01.BART.03151,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-24,BART,BART_044,NEON.PLA.D01.BART.05340,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-26,BART,BART_036,NEON.PLA.D01.BART.04965,BEAL2,Betula alleghaniensis Britton,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-08-24,BART,BART_044,NEON.PLA.D01.BART.05314,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-24,BART,BART_044,NEON.PLA.D01.BART.05402,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-29,BART,BART_070,NEON.PLA.D01.BART.03625,ABIES,Abies sp.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-24,BART,BART_072,NEON.PLA.D01.BART.05357,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-13,BART,BART_046,NEON.PLA.D01.BART.03217,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-12,BART,BART_075,NEON.PLA.D01.BART.03243,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-05,BART,BART_050,NEON.PLA.D01.BART.04207,PICEA,Picea sp.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-04,BART,BART_051,NEON.PLA.D01.BART.04066,FAGR,Fagus grandifolia Ehrh.,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-09-03,BART,BART_033,NEON.PLA.D01.BART.04518,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-26,BART,BART_036,NEON.PLA.D01.BART.05106,FAGR,Fagus grandifolia Ehrh.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-08-25,BART,BART_074,NEON.PLA.D01.BART.05136,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-24,BART,BART_072,NEON.PLA.D01.BART.05490,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-25,BART,BART_074,NEON.PLA.D01.BART.05159,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-12,BART,BART_075,NEON.PLA.D01.BART.03109,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-04,BART,BART_039,NEON.PLA.D01.BART.04162,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-23,BART,BART_033,NEON.PLA.D01.BART.02919,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-24,BART,BART_072,NEON.PLA.D01.BART.05477,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-05,BART,BART_032,NEON.PLA.D01.BART.03368,FAGR,Fagus grandifolia Ehrh.,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-07-22,BART,BART_034,NEON.PLA.D01.BART.02809,ACRU,Acer rubrum L.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-08-12,BART,BART_075,NEON.PLA.D01.BART.03136,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-21,BART,BART_047,NEON.PLA.D01.BART.02540,PICEA,Picea sp.,wmtulGhdefWiPr5g1VRF0YnRBawgSBx1
2015-08-12,BART,BART_075,NEON.PLA.D01.BART.03236,FRAM2,Fraxinus americana L.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-12,BART,BART_075,NEON.PLA.D01.BART.03005,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-24,BART,BART_072,NEON.PLA.D01.BART.05394,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-05,BART,BART_032,NEON.PLA.D01.BART.03505B,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-24,BART,BART_044,NEON.PLA.D01.BART.05430,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-13,BART,BART_046,NEON.PLA.D01.BART.04350A,BEAL2,Betula alleghaniensis Britton,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-24,BART,BART_044,NEON.PLA.D01.BART.05451,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-12,BART,BART_075,NEON.PLA.D01.BART.03231,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-04,BART,BART_039,NEON.PLA.D01.BART.04093,PICEA,Picea sp.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-09-02,BART,BART_041,NEON.PLA.D01.BART.04524,FAGR,Fagus grandifolia Ehrh.,aJjM6Ib7Q/GDLb8JyiXIxXYT9Z/r85Ze
2015-07-22,BART,BART_041,NEON.PLA.D01.BART.02850,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-12,BART,BART_075,NEON.PLA.D01.BART.03163,PICEA,Picea sp.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-24,BART,BART_072,NEON.PLA.D01.BART.05376,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-05,BART,BART_032,NEON.PLA.D01.BART.03364,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-09-03,BART,BART_047,NEON.PLA.D01.BART.06162,ACPE,Acer pensylvanicum L.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-05,BART,BART_032,NEON.PLA.D01.BART.03505C,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-21,BART,BART_047,NEON.PLA.D01.BART.02863,TSCA,Tsuga canadensis (L.) Carrière,wmtulGhdefWiPr5g1VRF0YnRBawgSBx1
2015-08-06,BART,BART_042,NEON.PLA.D01.BART.04204,TSCA,Tsuga canadensis (L.) Carrière,NA
2015-07-22,BART,BART_041,NEON.PLA.D01.BART.02828,FAGR,Fagus grandifolia Ehrh.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-07-29,BART,BART_040,NEON.PLA.D01.BART.03781,ACSAS,Acer saccharum Marshall var. saccharum,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-25,BART,BART_037,NEON.PLA.D01.BART.05226,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-25,BART,BART_037,NEON.PLA.D01.BART.05072,BEAL2,Betula alleghaniensis Britton,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-26,BART,BART_036,NEON.PLA.D01.BART.04548,FAGR,Fagus grandifolia Ehrh.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-07-23,BART,BART_033,NEON.PLA.D01.BART.02312,BEAL2,Betula alleghaniensis Britton,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-25,BART,BART_074,NEON.PLA.D01.BART.05169,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-04,BART,BART_051,NEON.PLA.D01.BART.03718,TSCA,Tsuga canadensis (L.) Carrière,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-08-26,BART,BART_036,NEON.PLA.D01.BART.04573,FAGR,Fagus grandifolia Ehrh.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-07-28,BART,BART_073,NEON.PLA.D01.BART.03915,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-13,BART,BART_046,NEON.PLA.D01.BART.03214,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-04,BART,BART_071,NEON.PLA.D01.BART.04041,FAGR,Fagus grandifolia Ehrh.,MRgCvwP2WueoGZahvpQXNZ+be1CYdCGm
2015-07-28,BART,BART_040,NEON.PLA.D01.BART.03636,FRAM2,Fraxinus americana L.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-26,BART,BART_036,NEON.PLA.D01.BART.04533,FAGR,Fagus grandifolia Ehrh.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
